contig,candidat,start,stop,depth,border,nb,nb,nb,filter,lcontig,Candidat,lCd,Critere_lCd,DPratio,Critere_DP,RI,Critere_RI,JC,Critere_JC
AT1G51270.9.modif|1501|1705,AT1G51270.9.modif,1501,1705,7,GT_AG,5.4,0.0,6.0,PASS,2155,True,204,lCd,0,DP,0.0946636,RI,1,Junctions
AT1G51610.1.modif|883|983,AT1G51610.1.modif,883,983,8,GT_AG,7.2,0.0,8.0,PASS,2470,True,100,lCd,0,DP,0.0404858,RI,1,Junctions
AT1G51610.1.modif|1332|1465,AT1G51610.1.modif,1332,1465,7,GT_AG,5.4,0.0,7.1,PASS,2470,True,133,lCd,0,DP,0.0538462,RI,1,Junctions
AT1G51610.1.modif|1586|1667,AT1G51610.1.modif,1586,1667,9,GT_AG,6.5,0.0,7.9,PASS,2470,True,81,lCd,0,DP,0.0327935,RI,1,Junctions
AT1G52450.2.modif|2065|2128,AT1G52450.2.modif,2065,2128,7,GT_AG,5.5,0.0,8.4,PASS,3573,True,63,lCd,0,DP,0.0176322,RI,1,Junctions
AT1G52500.5.modif|404|494,AT1G52500.5.modif,404,494,14,GT_AG,11.7,0.0,14.0,PASS,1192,True,90,lCd,0,DP,0.0755034,RI,1,Junctions
AT1G52500.5.modif|622|714,AT1G52500.5.modif,622,714,5,GT_AG,5.1,0.0,5.0,PASS,1192,True,92,lCd,0,DP,0.0771812,RI,1,Junctions
AT1G52500.5.modif|841|1051,AT1G52500.5.modif,841,1051,10,GT_AG,8.7,0.0,10.7,PASS,1192,True,210,lCd,0,DP,0.176174,RI,1,Junctions
AT1G53380.5.modif|350|1100,AT1G53380.5.modif,350,1100,43,GT_AG,35.0,0.0,40.4,PASS,2727,True,750,lCd,0,DP,0.275028,RI,1,Junctions
AT1G53870.4.modif|726|807,AT1G53870.4.modif,726,807,13,GT_AG,10.9,0.0,11.9,PASS,1636,True,81,lCd,0,DP,0.049511,RI,1,Junctions
AT1G55150.1.modif|657|753,AT1G55150.1.modif,657,753,13,GT_AG,11.2,0.0,13.0,PASS,1967,True,96,lCd,0,DP,0.0488053,RI,1,Junctions
AT1G55610.2|180|3754,AT1G55610.2,180,3754,1,CT_AC,7877.5,7916.463776223776,7771.0,RDP,4414,False,3574,lCd,0.505893,DP,0.809696,RI,1,Junctions
AT1G55610.2|288|3754,AT1G55610.2,288,3754,1,CT_AC,7877.5,7916.285261032593,7771.0,RDP,4414,False,3466,lCd,0.505881,DP,0.785229,RI,1,Junctions
AT1G55610.2|579|1218,AT1G55610.2,579,1218,1,CT_AC,7826.1,7912.5359375,7782.2,RDP,4414,False,639,lCd,0.506944,DP,0.144767,RI,1,Junctions
AT1G55610.2|611|1470,AT1G55610.2,611,1470,1,CT_AC,7806.8,7913.739534883721,7775.4,RDP,4414,False,859,lCd,0.50787,DP,0.194608,RI,1,Junctions
AT1G55610.2|792|3775,AT1G55610.2,792,3775,1,GT_AG,7814.5,7915.926943699732,7777.6,RDP,4414,False,2983,lCd,0.507688,DP,0.675804,RI,1,Junctions
AT1G55610.2|992|1194,AT1G55610.2,992,1194,1,GT_AG,7774.5,7904.211822660099,7715.2,RDP,4414,False,202,lCd,0.510288,DP,0.0457635,RI,1,Junctions
AT1G55610.2|1113|1553,AT1G55610.2,1113,1553,1,GT_AG,7779.9,7902.873015873016,7787.4,RDP,4414,False,440,lCd,0.507659,DP,0.0996828,RI,1,Junctions
AT1G55610.2|1376|1566,AT1G55610.2,1376,1566,1,CT_AC,7793.5,7904.90052356021,7774.2,RDP,4414,False,190,lCd,0.507776,DP,0.0430449,RI,1,Junctions
AT1G55610.2|1667|2530,AT1G55610.2,1667,2530,2,GT_AG,7784.5,7913.243055555556,7780.4,RDP,4414,False,863,lCd,0.508403,DP,0.195514,RI,1,Junctions
AT1G55610.2|1739|2530,AT1G55610.2,1739,2530,1,GT_AG,7774.3,7913.52398989899,7780.4,RDP,4414,False,791,lCd,0.508755,DP,0.179203,RI,1,Junctions
AT1G55610.2|1903|3761,AT1G55610.2,1903,3761,1,GT_AG,7780.1,7915.015061861216,7767.1,RDP,4414,False,1858,lCd,0.509096,DP,0.420933,RI,1,Junctions
AT1G55610.2|2328|2931,AT1G55610.2,2328,2931,1,GT_AG,7795.6,7912.796357615894,7798.7,RDP,4414,False,603,lCd,0.507416,DP,0.136611,RI,1,Junctions
AT1G55610.2|3139|3736,AT1G55610.2,3139,3736,5,GT_AG,7790.5,7912.250836120401,7787.4,RDP,4414,False,597,lCd,0.507915,DP,0.135251,RI,1,Junctions
AT1G55610.2|3229|3785,AT1G55610.2,3229,3785,1,GT_AG,7768.0,7906.500897666068,7737.2,RDP,4414,False,556,lCd,0.509926,DP,0.125963,RI,1,Junctions
AT1G55610.2|3763|4163,AT1G55610.2,3763,4163,1,GT_AG,7779.7,7834.805486284289,7839.1,RDP,4414,False,400,lCd,0.501627,DP,0.0906208,RI,1,Junctions
AT1G56190.2.modif|541|620,AT1G56190.2.modif,541,620,4,GT_AG,3.3,0.0,4.3,PASS,2185,True,79,lCd,0,DP,0.0361556,RI,1,Junctions
AT1G56190.2.modif|960|1208,AT1G56190.2.modif,960,1208,1,GT_AG,0.9,0.0,1.4,PASS,2185,True,248,lCd,0,DP,0.113501,RI,1,Junctions
AT1G56190.2.modif|1527|1648,AT1G56190.2.modif,1527,1648,8,GT_AG,7.3,1.0,8.0,PASS,2185,True,121,lCd,0.0653595,DP,0.0553776,RI,1,Junctions
AT1G56233.1.modif|80|222,AT1G56233.1.modif,80,222,83,GT_AG,68.6,0.0,77.9,PASS,478,True,142,lCd,0,DP,0.297071,RI,1,Junctions
AT1G57650.3|1552|1653,AT1G57650.3,1552,1653,14,GT_AG,25.2,15.892156862745098,32.1,RDP,2414,False,101,lCd,0.27735,DP,0.0418393,RI,1,Junctions
AT1G57680.1.modif|254|633,AT1G57680.1.modif,254,633,7,GT_AG,6.6,0.0,6.3,PASS,2391,True,379,lCd,0,DP,0.158511,RI,1,Junctions
AT1G58025.3.modif|978|1093,AT1G58025.3.modif,978,1093,45,GT_AG,37.3,0.0,42.1,PASS,2964,True,115,lCd,0,DP,0.0387989,RI,1,Junctions
AT1G58025.3.modif|1407|2008,AT1G58025.3.modif,1407,2008,27,GT_AG,22.6,0.0,25.0,PASS,2964,True,601,lCd,0,DP,0.202767,RI,1,Junctions
AT1G58025.3.modif|2158|2271,AT1G58025.3.modif,2158,2271,33,GT_AG,28.6,1.0,32.1,PASS,2964,True,113,lCd,0.0164745,DP,0.0381242,RI,1,Junctions
AT1G59675.1.modif|381|456,AT1G59675.1.modif,381,456,13,GT_AG,11.3,0.0,14.1,PASS,571,True,75,lCd,0,DP,0.131349,RI,1,Junctions
AT1G59870.1.modif|2471|2556,AT1G59870.1.modif,2471,2556,33,GT_AG,30.0,0.0,33.8,PASS,5174,True,85,lCd,0,DP,0.0164283,RI,1,Junctions
AT1G59870.1.modif|2714|2792,AT1G59870.1.modif,2714,2792,32,GT_AG,27.9,0.0,34.1,PASS,5174,True,78,lCd,0,DP,0.0150754,RI,1,Junctions
AT1G59870.1.modif|2898|2976,AT1G59870.1.modif,2898,2976,23,GT_AG,19.2,0.0,22.5,PASS,5174,True,78,lCd,0,DP,0.0150754,RI,1,Junctions
AT1G61390.1.modif|1418|1526,AT1G61390.1.modif,1418,1526,93,GT_AG,78.0,0.0,86.0,PASS,3033,True,108,lCd,0,DP,0.0356083,RI,1,Junctions
AT1G61390.1.modif|2019|2130,AT1G61390.1.modif,2019,2130,101,GT_AG,83.0,1.0,96.9,PASS,3033,True,111,lCd,0.00555864,DP,0.0365974,RI,1,Junctions
AT1G61390.1.modif|2369|2453,AT1G61390.1.modif,2369,2453,85,GT_AG,70.1,2.0,80.2,PASS,3033,True,84,lCd,0.0133067,DP,0.0276954,RI,1,Junctions
AT1G61430.11.modif|2394|2476,AT1G61430.11.modif,2394,2476,4,GT_AG,2.7,0.0,3.0,PASS,2924,True,82,lCd,0,DP,0.0280438,RI,1,Junctions
AT1G61970.7.modif|1691|1987,AT1G61970.7.modif,1691,1987,41,GT_AG,35.3,0.0,39.0,PASS,3147,True,296,lCd,0,DP,0.0940578,RI,1,Junctions
AT1G61970.7.modif|2763|2866,AT1G61970.7.modif,2763,2866,17,GT_AG,14.5,0.0,16.3,PASS,3147,True,103,lCd,0,DP,0.0327296,RI,1,Junctions
AT1G62290.4.modif|1111|1200,AT1G62290.4.modif,1111,1200,51,GT_AG,40.8,0.03333333333333333,47.4,PASS,2022,True,89,lCd,0.000377929,DP,0.0440158,RI,1,Junctions
AT1G62660.1.modif|696|1031,AT1G62660.1.modif,696,1031,29,GT_AG,24.9,0.0,25.6,PASS,2913,True,335,lCd,0,DP,0.115002,RI,1,Junctions
AT1G63940.1.modif|1266|1395,AT1G63940.1.modif,1266,1395,7,GT_AG,5.4,0.0,6.0,PASS,2299,True,129,lCd,0,DP,0.0561114,RI,1,Junctions
AT1G64230.5.modif|122|199,AT1G64230.5.modif,122,199,20,GT_AG,18.1,0.0,18.9,PASS,1745,True,77,lCd,0,DP,0.0441261,RI,1,Junctions
AT1G64230.5.modif|312|926,AT1G64230.5.modif,312,926,9,GT_AG,8.1,0.0,9.9,PASS,1745,True,614,lCd,0,DP,0.351862,RI,1,Junctions
AT1G64583.2.modif|225|299,AT1G64583.2.modif,225,299,44,GT_AG,34.7,0.0,37.2,PASS,1923,True,74,lCd,0,DP,0.0384815,RI,1,Junctions
AT1G65590.1.modif|865|1441,AT1G65590.1.modif,865,1441,7,GT_AG,5.0,0.0,7.3,PASS,2931,True,576,lCd,0,DP,0.19652,RI,1,Junctions
AT1G65590.1.modif|2212|2294,AT1G65590.1.modif,2212,2294,7,GT_AG,5.4,0.0,6.0,PASS,2931,True,82,lCd,0,DP,0.0279768,RI,1,Junctions
AT1G66380.3.modif|206|276,AT1G66380.3.modif,206,276,9,GT_AG,7.2,0.0,8.9,PASS,801,True,70,lCd,0,DP,0.0873908,RI,1,Junctions
AT1G67270.1.modif|619|701,AT1G67270.1.modif,619,701,28,GT_AG,23.6,0.0,27.3,PASS,2066,True,82,lCd,0,DP,0.0396902,RI,1,Junctions
AT1G67270.1.modif|899|985,AT1G67270.1.modif,899,985,22,GT_AG,20.4,0.0,22.9,PASS,2066,True,86,lCd,0,DP,0.0416263,RI,1,Junctions
AT1G67320.2.modif|641|857,AT1G67320.2.modif,641,857,5,GT_AG,4.5,0.0,5.0,PASS,1958,True,216,lCd,0,DP,0.110317,RI,1,Junctions
AT1G67660.1.modif|189|603,AT1G67660.1.modif,189,603,12,GT_AG,8.6,0.0,10.0,PASS,1813,True,414,lCd,0,DP,0.228351,RI,1,Junctions
AT1G68310.2.modif|447|530,AT1G68310.2.modif,447,530,412,GT_AG,334.2,2.0,377.8,PASS,1110,True,83,lCd,0.00280899,DP,0.0747748,RI,1,Junctions
AT1G68310.2.modif|677|784,AT1G68310.2.modif,677,784,455,GT_AG,366.5,2.0185185185185186,434.8,PASS,1110,True,107,lCd,0.00251905,DP,0.0963964,RI,1,Junctions
AT1G68760.1.modif|337|410,AT1G68760.1.modif,337,410,76,GT_AG,60.3,0.0,68.1,PASS,924,True,73,lCd,0,DP,0.0790043,RI,1,Junctions
AT1G68940.2|1018|1618,AT1G68940.2,1018,1618,1,CT_AC,176.1,173.13810316139768,161.7,RDP,3677,False,600,lCd,0.512546,DP,0.163177,RI,1,Junctions
AT1G69840.6.modif|368|448,AT1G69840.6.modif,368,448,20,GT_AG,15.7,0.0,18.5,PASS,1374,True,80,lCd,0,DP,0.0582242,RI,1,Junctions
AT1G69840.6.modif|541|643,AT1G69840.6.modif,541,643,20,GT_AG,18.4,0.0,21.3,PASS,1374,True,102,lCd,0,DP,0.0742358,RI,1,Junctions
AT1G70200.1.modif|723|797,AT1G70200.1.modif,723,797,3,GT_AG,2.0,0.0,3.0,PASS,2161,True,74,lCd,0,DP,0.0342434,RI,1,Junctions
AT1G70200.1.modif|1006|1070,AT1G70200.1.modif,1006,1070,12,GT_AG,10.5,0.0,12.0,PASS,2161,True,64,lCd,0,DP,0.0296159,RI,1,Junctions
AT1G71200.1.modif|972|1055,AT1G71200.1.modif,972,1055,23,GT_AG,17.1,0.0,20.0,PASS,2019,True,83,lCd,0,DP,0.0411095,RI,1,Junctions
AT1G71200.1.modif|1380|1926,AT1G71200.1.modif,1380,1926,19,GT_AG,16.7,0.0,19.0,PASS,2019,True,546,lCd,0,DP,0.270431,RI,1,Junctions
AT1G71410.1.modif|1377|1479,AT1G71410.1.modif,1377,1479,52,GT_AG,44.3,0.0,49.4,PASS,3389,True,102,lCd,0,DP,0.0300974,RI,1,Junctions
AT1G72050.3.modif|335|757,AT1G72050.3.modif,335,757,8,GT_AG,5.9,0.0,7.5,PASS,2004,True,422,lCd,0,DP,0.210579,RI,1,Junctions
AT1G72370.1.modif|696|799,AT1G72370.1.modif,696,799,29,GT_AG,26.5,1.0,31.1,PASS,1393,True,103,lCd,0.0173611,DP,0.0739411,RI,1,Junctions
AT1G73170.1.modif|1738|1817,AT1G73170.1.modif,1738,1817,5,GT_AG,3.7,0.0,5.0,PASS,2310,True,79,lCd,0,DP,0.0341991,RI,1,Junctions
AT1G73350.1.modif|348|437,AT1G73350.1.modif,348,437,1,GT_AG,0.9,0.0,1.0,PASS,907,True,89,lCd,0,DP,0.0981257,RI,1,Junctions
AT1G73460.1.modif|1556|1974,AT1G73460.1.modif,1556,1974,10,GT_AG,8.6,1.0,10.0,PASS,4575,True,418,lCd,0.0537634,DP,0.0913661,RI,1,Junctions
AT1G73790.1.modif|166|364,AT1G73790.1.modif,166,364,8,GT_AG,6.4,0.0,8.0,PASS,781,True,198,lCd,0,DP,0.253521,RI,1,Junctions
AT1G74750.2.modif|941|1044,AT1G74750.2.modif,941,1044,19,GT_AG,16.0,0.0,17.0,PASS,3890,True,103,lCd,0,DP,0.0264781,RI,1,Junctions
AT1G74900.1.modif|1283|1369,AT1G74900.1.modif,1283,1369,11,GT_AG,10.5,0.0,12.0,PASS,1735,True,86,lCd,0,DP,0.0495677,RI,1,Junctions
AT1G75020.2.modif|1597|1847,AT1G75020.2.modif,1597,1847,41,GT_AG,34.7,0.0,41.5,PASS,2758,True,250,lCd,0,DP,0.0906454,RI,1,Junctions
AT1G75020.2.modif|1979|2169,AT1G75020.2.modif,1979,2169,39,GT_AG,33.1,0.0,38.7,PASS,2758,True,190,lCd,0,DP,0.0688905,RI,1,Junctions
AT1G77320.3.modif|1472|1608,AT1G77320.3.modif,1472,1608,15,GT_AG,11.7,1.0,14.0,PASS,3738,True,136,lCd,0.0389105,DP,0.0363831,RI,1,Junctions
AT1G77320.3.modif|3296|3392,AT1G77320.3.modif,3296,3392,5,GT_AG,3.8,0.0,5.0,PASS,3738,True,96,lCd,0,DP,0.0256822,RI,1,Junctions
AT1G78240.1.modif|2306|2376,AT1G78240.1.modif,2306,2376,25,GT_AG,21.7,0.0,26.0,PASS,3021,True,70,lCd,0,DP,0.0231711,RI,1,Junctions
AT1G80160.1.modif|365|589,AT1G80160.1.modif,365,589,5,GT_AG,4.3,0.0,5.0,PASS,1516,True,224,lCd,0,DP,0.147757,RI,1,Junctions
AT1G80420.5.modif|1371|1497,AT1G80420.5.modif,1371,1497,72,GT_AG,56.4,0.0,65.1,PASS,2006,True,126,lCd,0,DP,0.0628116,RI,1,Junctions
AT1G80810.4.modif|2135|2240,AT1G80810.4.modif,2135,2240,1,GT_AG,0.9,0.0,1.5,PASS,3271,True,105,lCd,0,DP,0.0321003,RI,1,Junctions
AT1G80810.4.modif|2328|2403,AT1G80810.4.modif,2328,2403,7,GT_AG,5.6,0.0,8.8,PASS,3271,True,75,lCd,0,DP,0.0229288,RI,1,Junctions
AT5G02080.1.modif|174|274,AT5G02080.1.modif,174,274,30,GT_AG,25.0,1.0,27.7,PASS,1059,True,100,lCd,0.0189753,DP,0.0944287,RI,1,Junctions
AT5G02080.1.modif|555|636,AT5G02080.1.modif,555,636,13,GT_AG,12.2,0.0,13.4,PASS,1059,True,81,lCd,0,DP,0.0764873,RI,1,Junctions
AT5G03040.2.modif|239|383,AT5G03040.2.modif,239,383,9,GT_AG,7.1,0.0,7.0,PASS,2486,True,144,lCd,0,DP,0.0579244,RI,1,Junctions
AT5G03040.2.modif|773|924,AT5G03040.2.modif,773,924,11,GT_AG,8.1,0.0,9.0,PASS,2486,True,151,lCd,0,DP,0.0607401,RI,1,Junctions
AT5G03040.2.modif|1147|1431,AT5G03040.2.modif,1147,1431,14,GT_AG,12.6,0.0,15.1,PASS,2486,True,284,lCd,0,DP,0.11424,RI,1,Junctions
AT5G03070.1.modif|882|969,AT5G03070.1.modif,882,969,17,GT_AG,14.4,0.0,16.4,PASS,2144,True,87,lCd,0,DP,0.0405784,RI,1,Junctions
AT5G03120.2.modif|246|337,AT5G03120.2.modif,246,337,4,GT_AG,3.6,0.0,3.5,PASS,1495,True,91,lCd,0,DP,0.0608696,RI,1,Junctions
AT5G03990.1.modif|390|882,AT5G03990.1.modif,390,882,7,GT_AG,4.9,0.0,6.0,PASS,1879,True,492,lCd,0,DP,0.261841,RI,1,Junctions
AT5G04800.1.modif|94|709,AT5G04800.1.modif,94,709,18,GT_AG,15.3,0.0,15.6,PASS,1365,True,615,lCd,0,DP,0.450549,RI,1,Junctions
AT5G04870.1.modif|1888|2048,AT5G04870.1.modif,1888,2048,2,GT_AG,2.8,0.006211180124223602,2.0,PASS,3473,True,160,lCd,0.001294,DP,0.0460697,RI,1,Junctions
AT5G04870.1.modif|2558|2908,AT5G04870.1.modif,2558,2908,4,GT_AG,4.5,0.0,3.9,PASS,3473,True,350,lCd,0,DP,0.100777,RI,1,Junctions
AT5G06440.4.modif|739|835,AT5G06440.4.modif,739,835,9,GT_AG,8.1,0.0,9.0,PASS,1990,True,96,lCd,0,DP,0.0482412,RI,1,Junctions
AT5G06980.1.modif|1274|1373,AT5G06980.1.modif,1274,1373,39,GT_AG,31.3,0.0,37.5,PASS,1825,True,99,lCd,0,DP,0.0542466,RI,1,Junctions
AT5G07570.3|1880|2539,AT5G07570.3,1880,2539,1,GT_AG,99.6,102.14545454545454,97.1,RDP,4215,False,659,lCd,0.519296,DP,0.156346,RI,1,Junctions
AT5G07570.3|2477|2836,AT5G07570.3,2477,2836,7,CT_AC,95.1,94.15555555555555,110.3,RDP,4215,False,359,lCd,0.458401,DP,0.085172,RI,1,Junctions
AT5G07570.3|2540|3163,AT5G07570.3,2540,3163,7,GT_AG,98.1,97.63782051282051,99.6,RDP,4215,False,623,lCd,0.493869,DP,0.147805,RI,1,Junctions
AT5G07570.3|2612|2956,AT5G07570.3,2612,2956,13,CT_AC,95.1,95.74202898550725,105.4,RDP,4215,False,344,lCd,0.477516,DP,0.0816133,RI,1,Junctions
AT5G07570.3|2756|3019,AT5G07570.3,2756,3019,7,GT_AG,95.1,102.9090909090909,94.0,RDP,4215,False,263,lCd,0.544205,DP,0.0623962,RI,1,Junctions
AT5G07570.3|2762|3025,AT5G07570.3,2762,3025,9,CT_AC,100.8,102.67424242424242,97.4,RDP,4215,False,263,lCd,0.518034,DP,0.0623962,RI,1,Junctions
AT5G07570.3|2771|3034,AT5G07570.3,2771,3034,19,GT_AG,95.3,102.64015151515152,105.4,RDP,4215,False,263,lCd,0.511411,DP,0.0623962,RI,1,Junctions
AT5G07570.3|2816|3080,AT5G07570.3,2816,3080,1,GT_AG,108.4,103.90566037735849,97.7,RDP,4215,False,264,lCd,0.504152,DP,0.0626335,RI,1,Junctions
AT5G07570.3|2837|3100,AT5G07570.3,2837,3100,1,CT_AC,107.4,103.0909090909091,98.8,RDP,4215,False,263,lCd,0.499956,DP,0.0623962,RI,1,Junctions
AT5G07570.3|3035|3583,AT5G07570.3,3035,3583,1,GT_AG,97.4,97.3752276867031,75.4,RDP,4215,False,548,lCd,0.563514,DP,0.130012,RI,1,Junctions
AT5G07570.3|3164|3472,AT5G07570.3,3164,3472,1,GT_AG,94.9,99.55339805825243,96.6,RDP,4215,False,308,lCd,0.519861,DP,0.0730724,RI,1,Junctions
AT5G08090.1.modif|252|471,AT5G08090.1.modif,252,471,245,GT_AG,203.1,2.0,227.8,PASS,1189,True,219,lCd,0.00464145,DP,0.184188,RI,1,Junctions
AT5G09225.1.modif|407|1023,AT5G09225.1.modif,407,1023,1,GT_AG,0.9,0.0,1.7,PASS,1397,True,616,lCd,0,DP,0.440945,RI,1,Junctions
AT5G09910.3.modif|928|1018,AT5G09910.3.modif,928,1018,15,GT_AG,13.2,1.0,16.1,PASS,1458,True,90,lCd,0.0341297,DP,0.0617284,RI,1,Junctions
AT5G10100.3.modif|946|1038,AT5G10100.3.modif,946,1038,5,GT_AG,3.7,0.0,3.0,PASS,1577,True,92,lCd,0,DP,0.0583386,RI,1,Junctions
AT5G10160.1.modif|285|362,AT5G10160.1.modif,285,362,864,GT_AG,702.3,4.064102564102564,825.4,PASS,1579,True,77,lCd,0.00266028,DP,0.048765,RI,1,Junctions
AT5G10160.1.modif|424|512,AT5G10160.1.modif,424,512,630,GT_AG,781.3,6.0,864.7,PASS,1579,True,88,lCd,0.0036452,DP,0.0557315,RI,1,Junctions
AT5G10160.1.modif|658|1171,AT5G10160.1.modif,658,1171,979,GT_AG,788.3,9.001945525291829,911.5,PASS,1579,True,513,lCd,0.00529589,DP,0.324889,RI,1,Junctions
AT5G10320.3.modif|753|882,AT5G10320.3.modif,753,882,9,GT_AG,6.7,0.0,7.5,PASS,2032,True,129,lCd,0,DP,0.0634843,RI,1,Junctions
AT5G10320.3.modif|1219|1341,AT5G10320.3.modif,1219,1341,13,GT_AG,9.7,0.0,12.1,PASS,2032,True,122,lCd,0,DP,0.0600394,RI,1,Junctions
AT5G11330.2.modif|296|403,AT5G11330.2.modif,296,403,10,GT_AG,9.0,0.0,9.3,PASS,1776,True,107,lCd,0,DP,0.0602477,RI,1,Junctions
AT5G11330.2.modif|709|794,AT5G11330.2.modif,709,794,4,GT_AG,2.4,0.0,4.0,PASS,1776,True,85,lCd,0,DP,0.0478604,RI,1,Junctions
AT5G11350.4.modif|2173|2287,AT5G11350.4.modif,2173,2287,11,GT_AG,6.9,0.0,7.8,PASS,2447,True,114,lCd,0,DP,0.0465877,RI,1,Junctions
AT5G12870.1.modif|418|1575,AT5G12870.1.modif,418,1575,14,GT_AG,12.9,0.0,12.4,PASS,2410,True,1157,lCd,0,DP,0.480083,RI,1,Junctions
AT5G14180.1.modif|984|1079,AT5G14180.1.modif,984,1079,48,GT_AG,42.7,0.0,46.0,PASS,1853,True,95,lCd,0,DP,0.0512682,RI,1,Junctions
AT5G14180.1.modif|1201|1286,AT5G14180.1.modif,1201,1286,44,GT_AG,39.7,0.0,41.6,PASS,1853,True,85,lCd,0,DP,0.0458716,RI,1,Junctions
AT5G14550.4.modif|262|357,AT5G14550.4.modif,262,357,1,GT_AG,0.9,0.0,1.0,PASS,1325,True,95,lCd,0,DP,0.0716981,RI,1,Junctions
AT5G14550.4.modif|766|950,AT5G14550.4.modif,766,950,6,GT_AG,4.8,0.0,6.0,PASS,1325,True,184,lCd,0,DP,0.138868,RI,1,Junctions
AT5G15660.1|999|1206,AT5G15660.1,999,1206,1,GT_AG,319.5,306.2307692307692,261.5,RDP,1317,False,207,lCd,0.527075,DP,0.157175,RI,1,Junctions
AT5G16420.2.modif|1722|1807,AT5G16420.2.modif,1722,1807,22,GT_AG,17.0,0.0,20.3,PASS,2272,True,85,lCd,0,DP,0.037412,RI,1,Junctions
AT5G17530.4|1982|2053,AT5G17530.4,1982,2053,2,GT_AG,13.5,0.8333333333333334,14.0,PASS,2164,False,71,lCd,0.030303,DP,0.0328096,RI,1,Junctions
AT5G17530.4.modif|719|919,AT5G17530.4.modif,719,919,98,GT_AG,82.4,1.0,97.9,PASS,2560,True,200,lCd,0.00554631,DP,0.078125,RI,1,Junctions
AT5G17530.4.modif|1062|1185,AT5G17530.4.modif,1062,1185,115,GT_AG,95.0,2.0,109.9,PASS,2560,True,123,lCd,0.00976086,DP,0.0480469,RI,1,Junctions
AT5G17530.4.modif|1819|1889,AT5G17530.4.modif,1819,1889,78,GT_AG,63.6,0.0,74.5,PASS,2560,True,70,lCd,0,DP,0.0273438,RI,1,Junctions
AT5G17530.4.modif|2378|2449,AT5G17530.4.modif,2378,2449,14,GT_AG,31.1,5.152777777777778,31.7,PASS,2560,False,71,lCd,0.0820506,DP,0.0277344,RI,1,Junctions
AT5G18500.3.modif|1045|1137,AT5G18500.3.modif,1045,1137,26,GT_AG,21.8,1.0,26.6,PASS,2397,True,92,lCd,0.0206612,DP,0.0383813,RI,1,Junctions
AT5G19190.1.modif|462|566,AT5G19190.1.modif,462,566,7,GT_AG,5.5,0.0,7.7,PASS,1479,True,104,lCd,0,DP,0.0703178,RI,1,Junctions
AT5G19390.4.modif|1013|1166,AT5G19390.4.modif,1013,1166,20,GT_AG,18.7,0.0,19.1,PASS,3384,True,153,lCd,0,DP,0.0452128,RI,1,Junctions
AT5G19390.4.modif|1841|2120,AT5G19390.4.modif,1841,2120,39,GT_AG,29.7,0.0,36.3,PASS,3384,True,279,lCd,0,DP,0.0824468,RI,1,Junctions
AT5G19390.4.modif|2661|2769,AT5G19390.4.modif,2661,2769,28,GT_AG,23.6,0.0,24.7,PASS,3384,True,108,lCd,0,DP,0.0319149,RI,1,Junctions
AT5G20165.2.modif|181|546,AT5G20165.2.modif,181,546,11,GT_AG,9.0,0.01366120218579235,12.5,PASS,1131,True,365,lCd,0.000635405,DP,0.322723,RI,1,Junctions
AT5G20440.1.modif|70|291,AT5G20440.1.modif,70,291,480,GT_AG,405.5,0.0,477.9,PASS,1135,True,221,lCd,0,DP,0.194714,RI,1,Junctions
AT5G20440.1.modif|541|655,AT5G20440.1.modif,541,655,119,GT_AG,96.7,1.008695652173913,112.3,PASS,1135,True,114,lCd,0.00482629,DP,0.100441,RI,1,Junctions
AT5G20440.1.modif|954|1060,AT5G20440.1.modif,954,1060,433,GT_AG,389.9,3.0373831775700935,424.8,PASS,1135,True,106,lCd,0.00372822,DP,0.0933921,RI,1,Junctions
AT5G22020.1.modif|754|844,AT5G22020.1.modif,754,844,12,GT_AG,11.2,0.0,11.8,PASS,1863,True,90,lCd,0,DP,0.0483092,RI,1,Junctions
AT5G22020.1.modif|1013|1213,AT5G22020.1.modif,1013,1213,9,GT_AG,8.8,0.0,9.7,PASS,1863,True,200,lCd,0,DP,0.107354,RI,1,Junctions
AT5G22060.1.modif|1140|1235,AT5G22060.1.modif,1140,1235,13,GT_AG,11.7,0.0,14.1,PASS,1850,True,95,lCd,0,DP,0.0513514,RI,1,Junctions
AT5G24270.3|521|794,AT5G24270.3,521,794,1,GT_AG,1979.8,2173.6386861313867,2330.6,RDP,4213,False,273,lCd,0.504278,DP,0.0647994,RI,1,Junctions
AT5G24620.3.modif|1268|1376,AT5G24620.3.modif,1268,1376,6,GT_AG,5.4,0.0,6.0,PASS,1881,True,108,lCd,0,DP,0.0574163,RI,1,Junctions
AT5G24670.4|393|466,AT5G24670.4,393,466,2,GT_AG,3.9,5.864864864864865,8.0,RDP,2029,False,73,lCd,0.492846,DP,0.0359783,RI,1,Junctions
AT5G25970.3.modif|32|98,AT5G25970.3.modif,32,98,1,GT_AG,0.9,0.0,1.7,PASS,1773,True,66,lCd,0,DP,0.037225,RI,1,Junctions
AT5G25970.3.modif|846|959,AT5G25970.3.modif,846,959,14,GT_AG,12.0,0.0,12.7,PASS,1773,True,113,lCd,0,DP,0.0637338,RI,1,Junctions
AT5G26280.3.modif|239|320,AT5G26280.3.modif,239,320,36,GT_AG,33.4,0.0,40.2,PASS,1752,True,81,lCd,0,DP,0.0462329,RI,1,Junctions
